Allele.name	Allele.primaryIdentifier	Allele.symbol	Allele.publications.pubMedId	Allele.projectCollection
poly(A) binding protein interacting protein 2B; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419404	Paip2b<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
poly(A)binding protein nuclear 1-like; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4842589	Pabpn1l<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
poly(A)binding protein nuclear 1-like; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4842305	Pabpn1l<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
poly(A) binding protein, nuclear 1; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419476	Pabpn1<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
polyadenylate binding protein-interacting protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4940757	Paip1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
poly (ADP-ribose) polymerase family, member 11; targeted mutation 1.1, Velocigene	MGI:5548742	Parp11<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
poly (ADP-ribose) polymerase family, member 11; targeted mutation 1, Velocigene	MGI:4415414	Parp11<tm1(KOMP)Vlcg>	25673562	KOMP-Regeneron
poly (ADP-ribose) polymerase family, member 12; targeted mutation 1.1, Velocigene	MGI:5548746	Parp12<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
poly (ADP-ribose) polymerase family, member 12; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5426550	Parp12<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
poly (ADP-ribose) polymerase family, member 12; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5319907	Parp12<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
poly (ADP-ribose) polymerase family, member 12; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5319928	Parp12<tm2a(EUCOMM)Wtsi>	21677750	EUCOMM
poly (ADP-ribose) polymerase family, member 12; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:5319923	Parp12<tm2e(EUCOMM)Wtsi>	21677750	EUCOMM
poly (ADP-ribose) polymerase family, member 16; targeted mutation 1.1, Mouse Biology Program, UCDavis	MGI:5468969	Parp16<tm1.1(KOMP)Mbp>	27626380	KOMP-CSD
poly (ADP-ribose) polymerase family, member 16; targeted mutation 1.1, Mouse Biology Program, UCDavis	MGI:5468969	Parp16<tm1.1(KOMP)Mbp>	28700664	KOMP-CSD
poly (ADP-ribose) polymerase family, member 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH	MGI:4435467	Parp1<tm1a(EUCOMM)Hmgu>	28107648	EUCOMM
poly (ADP-ribose) polymerase family, member 1; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH	MGI:5692622	Parp1<tm1b(EUCOMM)Hmgu>	27626380	EUCOMM
poly (ADP-ribose) polymerase family, member 1; targeted mutation 1c, Helmholtz Zentrum Muenchen GmbH	MGI:6100929	Parp1<tm1c(EUCOMM)Hmgu>	28107648	EUCOMM
poly (ADP-ribose) polymerase family, member 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433965	Parp2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
poly (ADP-ribose) polymerase family, member 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5306491	Parp3<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
poly (ADP-ribose) polymerase family, member 3; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5302329	Parp3<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
poly (ADP-ribose) polymerase family, member 8; targeted mutation 1.1, Wellcome Trust Sanger Institute	MGI:5494979	Parp8<tm1.1(KOMP)Wtsi>	21677750	KOMP-CSD
poly (ADP-ribose) polymerase family, member 8; targeted mutation 1.1, Wellcome Trust Sanger Institute	MGI:5494979	Parp8<tm1.1(KOMP)Wtsi>	27626380	KOMP-CSD
poly (ADP-ribose) polymerase family, member 8; targeted mutation 1.1, Wellcome Trust Sanger Institute	MGI:5494979	Parp8<tm1.1(KOMP)Wtsi>	28700664	KOMP-CSD
poly (ADP-ribose) polymerase family, member 8; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419178	Parp8<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
poly (ADP-ribose) polymerase family, member 9; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433246	Parp9<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
poly (ADP-ribose) polymerase family, member 9; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4434329	Parp9<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polyamine oxidase (exo-N4-amino); targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4363510	Paox<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
poly (A) polymerase alpha; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363069	Papola<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
poly (A) polymerase beta (testis specific); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5473180	Papolb<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
poly (A) polymerase beta (testis specific); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5472754	Papolb<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
poly(A)-specific ribonuclease (PARN)-like domain containing 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433711	Pnldc1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polybromo 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432389	Pbrm1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polybromo 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432389	Pbrm1<tm1a(EUCOMM)Wtsi>	28473526	EUCOMM
polycomb group ring finger 1; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419937	Pcgf1<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
polycomb group ring finger 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4458483	Pcgf2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polycomb group ring finger 2; targeted mutation 1b, Mouse Biology Program, UCDavis	MGI:5548974	Pcgf2<tm1b(KOMP)Mbp>	27626380	KOMP-CSD
polycomb group ring finger 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4458617	Pcgf2<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polycomb group ring finger 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4431813	Pcgf3<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polycomb group ring finger 3; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4431580	Pcgf3<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polycystic kidney disease 1 like 2; targeted mutation 1b, Mouse Biology Program, UCDavis	MGI:5548849	Pkd1l2<tm1b(KOMP)Mbp>	27626380	KOMP-CSD
polycystic kidney disease 2-like 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4841297	Pkd2l1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polycystic kidney disease 2-like 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4841321	Pkd2l1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polycystic kidney disease 2-like 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432894	Pkd2l2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polycystic kidney disease 2-like 2; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5548488	Pkd2l2<tm1b(EUCOMM)Wtsi>	27626380	EUCOMM
polycystic kidney disease 2-like 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433872	Pkd2l2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polyhomeotic 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4940786	Phc1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polyhomeotic 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4940793	Phc1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polyhomeotic 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362173	Phc2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polyhomeotic 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363527	Phc2<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polyhomeotic 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362125	Phc3<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polyhomeotic 3; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363624	Phc3<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polyhomeotic 3; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4363371	Phc3<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
polyhomeotic 3; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4362719	Phc3<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA directed), alpha 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4940776	Pola1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA directed), alpha 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5299644	Pola2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA directed), alpha 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364195	Pola2<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA directed), beta; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4950969	Polb<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA directed), beta; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4950969	Polb<tm1a(KOMP)Wtsi>	27996060	KOMP-CSD
polymerase (DNA directed), beta; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4950973	Polb<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA directed), beta; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:5319865	Polb<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA directed), delta 1, catalytic subunit; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4431772	Pold1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (DNA directed), delta 1, catalytic subunit; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4431991	Pold1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (DNA directed), delta 2, regulatory subunit; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419171	Pold2<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA-directed), delta 3, accessory subunit; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4441785	Pold3<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (DNA-directed), delta 3, accessory subunit; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5637026	Pold3<tm1b(EUCOMM)Wtsi>	27626380	EUCOMM
polymerase (DNA-directed), delta 3, accessory subunit; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4441908	Pold3<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (DNA directed), epsilon 2 (p59 subunit); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4942009	Pole2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA-directed), epsilon 4 (p12 subunit); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433445	Pole4<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (DNA-directed), epsilon 4 (p12 subunit); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4432757	Pole4<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (DNA directed), gamma 2, accessory subunit; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432134	Polg2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (DNA directed), gamma 2, accessory subunit; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433330	Polg2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (DNA directed), kappa; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5307090	Polk<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA directed), mu; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362457	Polm<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (DNA directed), mu; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363173	Polm<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide B; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4882028	Polr2b<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) II (DNA directed) polypeptide B; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4887698	Polr2b<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) II (DNA directed) polypeptide D; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4942026	Polr2d<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide D; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4941991	Polr2d<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide E; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419284	Polr2e<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide F; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4431562	Polr2f<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) II (DNA directed) polypeptide H; targeted mutation 1.1, Wellcome Trust Sanger Institute	MGI:5498773	Polr2h<tm1.1(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide H; targeted mutation 1.1, Wellcome Trust Sanger Institute	MGI:5498773	Polr2h<tm1.1(KOMP)Wtsi>	27626380	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide H; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419380	Polr2h<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide I; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419358	Polr2i<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide J; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4451479	Polr2j<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide J; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4455519	Polr2j<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide J; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4455503	Polr2j<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide L; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4451319	Polr2l<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) II (DNA directed) polypeptide L; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4451556	Polr2l<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) III (DNA directed) polypeptide C; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4431544	Polr3c<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) III (DNA directed) polypeptide C; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433450	Polr3c<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) III (DNA directed) polypeptide E; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5296226	Polr3e<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) III (DNA directed) polypeptide F; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4431549	Polr3f<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) III (DNA directed) polypeptide F; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4434409	Polr3f<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) III (DNA directed) polypeptide G; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4441807	Polr3g<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) III (DNA directed) polypeptide G; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4442030	Polr3g<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polymerase (RNA) I polypeptide C; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4840957	Polr1c<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) I polypeptide C; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4841018	Polr1c<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) I polypeptide E; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362193	Polr1e<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) I polypeptide E; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364773	Polr1e<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) mitochondrial (DNA directed); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5000327	Polrmt<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) mitochondrial (DNA directed); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5006742	Polrmt<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polymerase (RNA) mitochondrial (DNA directed); targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:5299666	Polrmt<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
polynucleotide kinase 3'- phosphatase; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4842461	Pnkp<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polynucleotide kinase 3'- phosphatase; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4842886	Pnkp<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
polypeptide N-acetylgalactosaminyltransferase 10; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4456806	Galnt10<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polypeptide N-acetylgalactosaminyltransferase 12; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5002996	Galnt12<tm2a(EUCOMM)Wtsi>	21677750	EUCOMM
polypeptide N-acetylgalactosaminyltransferase 14; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4947766	Galnt14<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polypeptide N-acetylgalactosaminyltransferase 15; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362514	Galnt15<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polypeptide N-acetylgalactosaminyltransferase 15; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364478	Galnt15<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polypeptide N-acetylgalactosaminyltransferase 17; targeted mutation 1.1, Velocigene	MGI:5695943	Galnt17<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
polypeptide N-acetylgalactosaminyltransferase 18; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5085352	Galnt18<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polypeptide N-acetylgalactosaminyltransferase 18; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5637158	Galnt18<tm1b(KOMP)Wtsi>	27626380	KOMP-CSD
polypeptide N-acetylgalactosaminyltransferase 18; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4881970	Galnt18<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polypeptide N-acetylgalactosaminyltransferase 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5286188	Galnt3<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polypeptide N-acetylgalactosaminyltransferase 6; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4441811	Galnt6<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
polypyrimidine tract binding protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362698	Ptbp1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polypyrimidine tract binding protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362698	Ptbp1<tm1a(KOMP)Wtsi>	28296893	KOMP-CSD
polypyrimidine tract binding protein 1; targeted mutation 1c, Wellcome Trust Sanger Institute	MGI:5908195	Ptbp1<tm1c(KOMP)Wtsi>	28296893	KOMP-CSD
polypyrimidine tract binding protein 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4362565	Ptbp1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
poly(rC) binding protein 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4419889	Pcbp3<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
poly(rC) binding protein 3; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4419373	Pcbp3<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polyribonucleotide nucleotidyltransferase 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364657	Pnpt1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
polyribonucleotide nucleotidyltransferase 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364904	Pnpt1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polyribonucleotide nucleotidyltransferase 1; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4364949	Pnpt1<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
polysaccharide biosynthesis domain containing 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4419135	Pbdc1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
polysaccharide biosynthesis domain containing 1; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4451656	Pbdc1<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
popeye domain containing 3; targeted mutation 1.1, Velocigene	MGI:5548717	Popdc3<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
post-GPI attachment to proteins 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4453763	Pgap2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
post-GPI attachment to proteins 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4453706	Pgap2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
post-GPI attachment to proteins 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363140	Pgap3<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
post-GPI attachment to proteins 3; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4363872	Pgap3<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel modulatory factor 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5006758	Kcmf1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily K, member 10; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4461751	Kcnk10<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily K, member 10; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4461712	Kcnk10<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily K, member 12; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5294968	Kcnk12<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel, subfamily K, member 12; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5299509	Kcnk12<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel, subfamily K, member 13; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4456074	Kcnk13<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily K, member 13; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4455981	Kcnk13<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily K, member 15; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4949370	Kcnk15<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily K, member 16; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5503346	Kcnk16<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel, subfamily K, member 18; targeted mutation 1.1, Velocigene	MGI:5548875	Kcnk18<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
potassium channel, subfamily K, member 18; targeted mutation 1.1, Velocigene	MGI:5548875	Kcnk18<tm1.1(KOMP)Vlcg>	28937579	KOMP-Regeneron
potassium channel, subfamily K, member 18; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5140463	Kcnk18<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily K, member 5; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4942003	Kcnk5<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel, subfamily K, member 5; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4942008	Kcnk5<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel, subfamily K, member 7; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4419165	Kcnk7<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel, subfamily K, member 7; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4419342	Kcnk7<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel, subfamily T, member 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4431703	Kcnt1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily T, member 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433730	Kcnt1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily T, member 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433113	Kcnt2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily T, member 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4434156	Kcnt2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel, subfamily U, member 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4451258	Kcnu1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel, subfamily U, member 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4451561	Kcnu1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel, subfamily V, member 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4451607	Kcnv1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
potassium channel tetramerisation domain containing 10; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5008048	Kctd10<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
potassium channel tetramerisation domain containing 13; targeted mutation 1.1, Velocigene	MGI:6111982	Kctd13<tm1.1(KOMP)Vlcg>	29088697	KOMP-Regeneron
